Id,SalePrice
1461,991.2227701478183
1462,1483.2640340562425
1463,1230.6735374166356
1464,1222.2410345526182
1465,1429.1879718638309
1466,1099.9502617140554
1467,1310.1343947891046
1468,1069.597196931541
1469,1462.4879529224029
1470,987.4095256081362
1471,1549.0912286792907
1472,682.7681466382824
1473,746.5414901064324
1474,1122.135262702408
1475,936.3612112610136
1476,1977.1519208676166
1477,1722.1257202850556
1478,1893.003929410118
1479,2030.4873820296384
1480,3125.446497018131
1481,2021.6471312412318
1482,1528.9795213822965
1483,1477.8346927544878
1484,1279.2817889413811
1485,706.6408186419272
1486,1191.5581980940092
1487,2048.243481546318
1488,1778.5895738007612
1489,1360.4246607678851
1490,1637.810472413525
1491,1157.932903192461
1492,967.5908281176229
1493,1427.4656579435687
1494,1681.273185818361
1495,1780.0610220072276
1496,1659.9404838654455
1497,1171.1748787321092
1498,839.3897230775607
1499,839.2409666068457
1500,849.0572194376904
1501,1054.9963445889905
1502,747.8645503782342
1503,1769.6014993679155
1504,1330.154670371098
1505,1664.3709945466715
1506,2037.8284755120862
1507,1762.0102458696329
1508,1549.6412780711476
1509,1057.0346805811123
1510,1375.6501070543293
1511,1350.3157071031048
1512,1684.0736062854585
1513,940.5968617314761
1514,1925.7288640309737
1515,1635.5546885435192
1516,1088.5428449758767
1517,1220.4096893088072
1518,1787.9736484556172
1519,1651.0080895932692
1520,1276.8513813833288
1521,1346.7220087832288
1522,1481.1103024352985
1523,1070.124597708302
1524,1022.2063808997135
1525,1087.1918110590816
1526,1104.8369674597852
1527,759.982810613188
1528,1026.034830557893
1529,1312.5380313270343
1530,1556.6641153553114
1531,1106.1199515806775
1532,1047.0671665585487
1533,1503.2024520603932
1534,1042.521864445942
1535,1314.198778595867
1536,1191.8146070908297
1537,802.714417041107
1538,1214.8324808607592
1539,919.6992204213649
1540,1328.0120633399406
1541,1028.167276876584
1542,1275.9350839897709
1543,1501.170176284648
1544,857.4037726031356
1545,827.009361427243
1546,814.6046363924604
1547,1104.5061153000875
1548,1048.5320546114508
1549,735.0941234355073
1550,1204.9222071920756
1551,1240.2678811472424
1552,1288.140578817096
1553,1087.9179804993641
1554,924.6609122667069
1555,1655.6403174317986
1556,919.4670962183606
1557,1402.578253687036
1558,761.9428551638573
1559,1114.7668532213643
1560,1184.216816334995
1561,2040.802618098492
1562,975.1905650906913
1563,967.4596232070809
1564,1487.01351058119
1565,1005.026989635748
1566,1601.798909512979
1567,767.1123766005556
1568,1485.1036723032869
1569,1261.8431076867325
1570,857.1529079481085
1571,1059.8201868039625
1572,1309.0903942928194
1573,1682.1450477484163
1574,1408.5624862646296
1575,1598.9312072323091
1576,1293.4033037185545
1577,1364.740869349344
1578,969.6124999923113
1579,1000.3200157449256
1580,1206.2293638352896
1581,1147.314553010959
1582,980.7884847230273
1583,2203.5241006691676
1584,1452.7674111918348
1585,949.8311022860877
1586,184.80980084457892
1587,599.076064630567
1588,1335.7144096318718
1589,937.1364574142019
1590,1151.2865641015453
1591,1073.6716444438916
1592,1288.6226970148064
1593,958.6330270310567
1594,735.417411389644
1595,1211.928602293084
1596,1869.8716089357358
1597,1467.5847382583004
1598,815.5061161898383
1599,1112.799685553067
1600,1330.2470547055652
1601,557.6493688340609
1602,837.6861090184119
1603,900.6250050743728
1604,1791.8225314148713
1605,1410.5117941019998
1606,1399.4790493329388
1607,2205.5391215374407
1608,1494.0389577468227
1609,1355.9321771026337
1610,725.60900745762
1611,1247.3450647836273
1612,1595.2932745540802
1613,1499.95544930142
1614,1057.1881203899466
1615,764.0254499395901
1616,763.9081727209087
1617,764.0449335722692
1618,970.3433575784351
1619,933.2088032507528
1620,1690.8014746200713
1621,879.3683901842262
1622,1135.9229322693275
1623,1905.7844053007527
1624,1463.8330551659583
1625,987.3798945922974
1626,1599.7483255741777
1627,1239.1861556166505
